tolerance,perc.misclassified
0.005,0.253333333333333
0.0210169491525424,0.266666666666667
0.0370338983050847,0.286666666666667
0.0530508474576271,0.293333333333333
0.0690677966101695,0.3
0.0850847457627119,0.293333333333333
0.101101694915254,0.28
0.117118644067797,0.286666666666667
0.133135593220339,0.293333333333333
0.149152542372881,0.293333333333333
0.165169491525424,0.293333333333333
0.181186440677966,0.3
0.197203389830509,0.306666666666667
0.213220338983051,0.306666666666667
0.229237288135593,0.306666666666667
0.245254237288136,0.3
0.261271186440678,0.3
0.27728813559322,0.3
0.293305084745763,0.293333333333333
0.309322033898305,0.286666666666667
0.325338983050847,0.293333333333333
0.34135593220339,0.293333333333333
0.357372881355932,0.293333333333333
0.373389830508475,0.293333333333333
0.389406779661017,0.293333333333333
0.405423728813559,0.293333333333333
0.421440677966102,0.293333333333333
0.437457627118644,0.293333333333333
0.453474576271186,0.293333333333333
0.469491525423729,0.293333333333333
0.485508474576271,0.293333333333333
0.501525423728814,0.286666666666667
0.517542372881356,0.293333333333333
0.533559322033898,0.293333333333333
0.549576271186441,0.293333333333333
0.565593220338983,0.313333333333333
0.581610169491525,0.313333333333333
0.597627118644068,0.313333333333333
0.61364406779661,0.313333333333333
0.629661016949153,0.313333333333333
0.645677966101695,0.313333333333333
0.661694915254237,0.306666666666667
0.67771186440678,0.306666666666667
0.693728813559322,0.32
0.709745762711864,0.326666666666667
0.725762711864407,0.32
0.741779661016949,0.32
0.757796610169492,0.333333333333333
0.773813559322034,0.32
0.789830508474576,0.34
0.805847457627119,0.34
0.821864406779661,0.346666666666667
0.837881355932203,0.366666666666667
0.853898305084746,0.393333333333333
0.869915254237288,0.413333333333333
0.885932203389831,0.433333333333333
0.901949152542373,0.44
0.917966101694915,0.446666666666667
0.933983050847458,0.46
0.95,0.486666666666667
