tolerance,perc.misclassified
0.005,0.24
0.00661016949152542,0.24
0.00822033898305085,0.246666666666667
0.00983050847457627,0.253333333333333
0.0114406779661017,0.253333333333333
0.0130508474576271,0.246666666666667
0.0146610169491525,0.246666666666667
0.016271186440678,0.246666666666667
0.0178813559322034,0.26
0.0194915254237288,0.266666666666667
0.0211016949152542,0.266666666666667
0.0227118644067797,0.273333333333333
0.0243220338983051,0.273333333333333
0.0259322033898305,0.273333333333333
0.0275423728813559,0.266666666666667
0.0291525423728814,0.266666666666667
0.0307627118644068,0.266666666666667
0.0323728813559322,0.266666666666667
0.0339830508474576,0.266666666666667
0.0355932203389831,0.273333333333333
0.0372033898305085,0.273333333333333
0.0388135593220339,0.273333333333333
0.0404237288135593,0.273333333333333
0.0420338983050847,0.273333333333333
0.0436440677966102,0.273333333333333
0.0452542372881356,0.273333333333333
0.046864406779661,0.273333333333333
0.0484745762711864,0.273333333333333
0.0500847457627119,0.273333333333333
0.0516949152542373,0.273333333333333
0.0533050847457627,0.28
0.0549152542372881,0.28
0.0565254237288136,0.28
0.058135593220339,0.28
0.0597457627118644,0.28
0.0613559322033898,0.28
0.0629661016949153,0.28
0.0645762711864407,0.286666666666667
0.0661864406779661,0.286666666666667
0.0677966101694915,0.286666666666667
0.069406779661017,0.286666666666667
0.0710169491525424,0.286666666666667
0.0726271186440678,0.286666666666667
0.0742372881355932,0.286666666666667
0.0758474576271186,0.286666666666667
0.0774576271186441,0.286666666666667
0.0790677966101695,0.286666666666667
0.0806779661016949,0.286666666666667
0.0822881355932203,0.286666666666667
0.0838983050847458,0.286666666666667
0.0855084745762712,0.286666666666667
0.0871186440677966,0.286666666666667
0.088728813559322,0.286666666666667
0.0903389830508475,0.28
0.0919491525423729,0.28
0.0935593220338983,0.28
0.0951694915254237,0.28
0.0967796610169492,0.28
0.0983898305084746,0.28
0.1,0.28
