tolerance,perc.misclassified
0.005,0.235555555555556
0.0242857142857143,0.253333333333333
0.0435714285714286,0.268888888888889
0.0628571428571429,0.268888888888889
0.0821428571428571,0.277777777777778
0.101428571428571,0.282222222222222
0.120714285714286,0.284444444444444
0.14,0.282222222222222
0.159285714285714,0.286666666666667
0.178571428571429,0.291111111111111
0.197857142857143,0.291111111111111
0.217142857142857,0.3
0.236428571428571,0.3
0.255714285714286,0.3
0.275,0.306666666666667
0.294285714285714,0.311111111111111
0.313571428571429,0.313333333333333
0.332857142857143,0.32
0.352142857142857,0.322222222222222
0.371428571428571,0.326666666666667
0.390714285714286,0.326666666666667
0.41,0.328888888888889
0.429285714285714,0.333333333333333
0.448571428571429,0.335555555555556
0.467857142857143,0.337777777777778
0.487142857142857,0.342222222222222
0.506428571428571,0.348888888888889
0.525714285714286,0.353333333333333
0.545,0.355555555555556
0.564285714285714,0.366666666666667
0.583571428571429,0.371111111111111
0.602857142857143,0.371111111111111
0.622142857142857,0.377777777777778
0.641428571428571,0.384444444444444
0.660714285714286,0.388888888888889
0.68,0.388888888888889
0.699285714285714,0.393333333333333
0.718571428571429,0.397777777777778
0.737857142857143,0.4
0.757142857142857,0.402222222222222
0.776428571428571,0.406666666666667
0.795714285714286,0.413333333333333
0.815,0.422222222222222
0.834285714285714,0.424444444444444
0.853571428571429,0.428888888888889
0.872857142857143,0.428888888888889
0.892142857142857,0.428888888888889
0.911428571428571,0.431111111111111
0.930714285714286,0.437777777777778
0.95,0.448888888888889
